temperature,label
13.38213535,cool
28.52433335,warm
12.07479262,cool
18.85263559,cool
25.04987279,warm
28.65755194,warm
7.997035929,cold
16.65498764,cool
15.25054689,cool
13.46670767,cool
37.6545424,hot
24.04981711,warm
7.391160457,cold
29.17861947,warm
41.22156197,hot
30.32465261,hot
4.80630034,cold
15.15765927,cool
32.66911149,hot
12.92330534,cool
24.43819428,warm
27.74634053,warm
10.73069528,cool
19.40474644,cool
-12.4126734,cold
9.756123587,cold
17.47431849,cool
7.52216818,cold
36.32411304,hot
5.69858622,cold
15.59955513,cool
21.30740577,warm
34.41273289,hot
5.641378488,cold
31.63163752,hot
20.10233061,cool
10.18491349,cool
24.62103474,warm
21.99059696,warm
13.99783123,cool
20.69802085,cool
16.14686403,cool
21.13517345,warm
26.62130675,warm
35.86016816,hot
7.621845012,cold
41.33033375,hot
0.479122005,cold
18.48214905,cool
25.88317206,warm
22.80991868,warm
13.7730048,cool
17.9187775,cool
15.06999065,cool
14.10635243,cool
28.49602097,warm
23.57015486,warm
13.07090405,cool
28.99599875,warm
23.07299521,warm
28.12862119,warm
26.29628842,warm
11.71004989,cool
14.3981896,cool
27.47293605,warm
26.10370265,warm
19.79098406,cool
21.17327383,warm
32.77664896,hot
14.08428611,cool
25.47097381,warm
17.97807348,cool
17.82318797,cool
30.98776852,hot
28.25416349,warm
28.13509636,warm
33.05478807,hot
20.21003842,cool
26.81952971,warm
16.89733243,cool
23.24166352,warm
18.69856946,cool
20.96995965,cool
25.95157025,warm
11.81779317,cool
40.92387276,hot
9.939826185,cold
7.858113872,cold
31.58110874,hot
27.91662694,warm
26.24119817,warm
26.28345509,warm
19.87753227,cool
11.02745629,cool
20.75804558,cool
13.22838288,cool
29.75119733,warm
18.52942618,cool
11.74502803,cool
16.78614158,cool
24.12931454,warm
14.36275447,cool
11.77779604,cool
22.43687211,warm
22.44966571,warm
14.93056825,cool
15.28961694,cool
22.32049937,warm
5.519156585,cold
5.925362256,cold
12.81555779,cool
17.86552848,cool
23.10907566,warm
34.75356217,hot
28.57659623,warm
18.4006147,cool
19.80983792,cool
9.974706354,cold
19.81486864,cool
17.11341361,cool
23.2271856,warm
11.72769056,cool
25.19346514,warm
35.32738913,hot
18.91239852,cool
24.01711722,warm
26.90143992,warm
15.98779528,cool
22.24092482,warm
20.12592401,cool
20.97676099,cool
12.26990216,cool
20.24510174,cool
24.97998291,warm
34.51143608,hot
29.59270826,warm
41.53182458,hot
12.32652437,cool
28.72320637,warm
21.83342006,warm
41.89802933,hot
11.91701715,cool
11.60278158,cool
14.00607355,cool
-1.238957243,cold
14.74244978,cool
12.40867338,cool
21.50393786,warm
23.41755976,warm
38.76170839,hot
29.50423838,warm
14.23096344,cool
11.01585329,cool
24.91919172,warm
6.79766793,cold
38.31458766,hot
31.79440121,hot
15.30824348,cool
2.868654709,cold
33.53872374,hot
18.85460155,cool
32.37816312,hot
4.055723412,cold
14.00624977,cool
20.052437,cool
20.46980594,cool
15.49934529,cool
26.22849932,warm
9.323795706,cold
18.57620515,cool
21.20295632,warm
25.14438834,warm
27.11614878,warm
8.753579082,cold
4.658858293,cold
32.77676822,hot
23.32314012,warm
12.51513463,cool
35.51151976,hot
21.15674634,warm
31.79297184,hot
20.67518481,cool
40.60747925,hot
37.55340842,hot
17.51035852,cool
29.71570951,warm
26.4537595,warm
33.68631558,hot
10.35076539,cool
26.8605146,warm
30.58424487,hot
2.412605136,cold
8.167414873,cold
-0.392321778,cold
17.30593166,cool
27.17542256,warm
35.02357052,hot
20.7409478,cool
36.28615546,hot
6.198985418,cold
2.966175606,cold
19.44452301,cool
23.84065449,warm
19.67305252,cool
-0.674421,cold
19.1087996,cool
6.955304995,cold
26.69672549,warm
23.66598246,warm
10.60120214,cool
14.86133083,cool
9.407864781,cold
19.37320903,cool
29.55142321,warm
10.14273954,cool
25.04046516,warm
14.69742382,cool
12.07127168,cool
18.9296964,cool
9.647576776,cold
14.46350695,cool
8.021221074,cold
39.64725133,hot
20.35263552,cool
13.00274492,cool
22.13979911,warm
18.8767195,cool
17.790304,cool
26.141667,warm
27.5750771,warm
14.69498852,cool
14.24181759,cool
17.24948303,cool
-3.019211647,cold
4.848089378,cold
33.66874267,hot
36.44967714,hot
17.5096396,cool
25.76556963,warm
23.11250155,warm
50.78880808,hot
31.19574911,hot
18.72082409,cool
10.44459559,cool
3.935536797,cold
22.03463636,warm
12.43649255,cool
5.777462904,cold
13.53427116,cool
9.184519964,cold
36.87141635,hot
28.81639757,warm
19.92027359,cool
34.79944139,hot
20.77368308,cool
11.38715799,cool
35.23124077,hot
25.38910044,warm
9.627538457,cold
18.09661322,cool
11.24381747,cool
6.17200269,cold
29.26177548,warm
39.0941664,hot
6.014324262,cold
25.62969237,warm
13.49357431,cool
15.12874616,cool
14.07606076,cool
11.3600923,cool
20.48521628,cool
11.69049884,cool
22.70456826,warm
19.49761891,cool
17.61051953,cool
10.92436338,cool
14.23228669,cool
27.55391226,warm
25.00917188,warm
10.22444755,cool
20.99332305,cool
27.51387123,warm
3.305947189,cold
25.43360192,warm
13.37376241,cool
25.70598669,warm
12.36740843,cool
1.951178993,cold
3.724575621,cold
20.48084947,cool
22.59722502,warm
10.95683375,cool
26.38592459,warm
3.384799377,cold
19.33920201,cool
7.889838002,cold
13.48163892,cool
20.47398671,cool
11.39586635,cool
16.15444456,cool
30.06292809,hot
14.2310813,cool
28.35692112,warm
8.702931453,cold
25.29804178,warm
34.41568621,hot
-4.716445001,cold
12.03104745,cool
25.77072127,warm
17.96954614,cool
23.71145873,warm
13.96014813,cool
20.86589787,cool
18.44322765,cool
31.67782062,hot
22.54420843,warm
23.37602662,warm
15.88123034,cool
15.12393776,cool
15.67441812,cool
23.94452142,warm
15.79015519,cool
22.89774857,warm
40.75400799,hot
28.71124703,warm
16.73976468,cool
32.01213922,hot
15.91924627,cool
-0.381245352,cold
9.919136891,cold
1.29208079,cold
16.48486516,cool
20.18418379,cool
36.76437312,hot
23.26927374,warm
17.80899471,cool
28.29405581,warm
-2.11135309,cold
22.35614558,warm
27.70865194,warm
5.214137542,cold
31.43754043,hot
23.38496407,warm
15.84712086,cool
26.32781866,warm
42.70692858,hot
21.81866255,warm
22.48220586,warm
15.406391,cool
11.50155631,cool
28.30335817,warm
11.43916174,cool
20.71566237,cool
15.22342553,cool
24.78979826,warm
23.33662105,warm
30.37539944,hot
14.89983601,cool
17.30125065,cool
10.21236284,cool
15.5570674,cool
23.77300493,warm
27.56988617,warm
10.77834676,cool
28.6960592,warm
33.55637859,hot
24.13434903,warm
38.76795813,hot
12.26210801,cool
7.553452967,cold
2.212797511,cold
34.96044311,hot
26.54365656,warm
19.44415329,cool
22.79968626,warm
8.745109527,cold
44.4575198,hot
21.29221182,warm
21.09394795,warm
27.25766624,warm
24.81009232,warm
22.23884024,warm
12.09525545,cool
24.71468357,warm
38.82024496,hot
33.45420046,hot
35.93186627,hot
14.88784324,cool
10.1039518,cool
18.7421308,cool
20.55724912,cool
30.94191518,hot
3.075353703,cold
35.29550319,hot
18.41992101,cool
15.7311893,cool
9.878956247,cold
3.451433281,cold
28.23170584,warm
20.73317967,cool
7.100391003,cold
7.049212279,cold
16.64215301,cool
36.69021525,hot
17.40408649,cool
4.968570469,cold
17.54256936,cool
17.2727643,cool
-6.968866429,cold
19.45705133,cool
17.6906547,cool
26.96206365,warm
38.48956095,hot
31.2656503,hot
17.31111309,cool
8.934740913,cold
45.73359803,hot
20.59218434,cool
20.13929292,cool
19.75874913,cool
21.98084761,warm
18.55639588,cool
14.26337993,cool
14.53141059,cool
19.6724673,cool
14.56575229,cool
12.87154217,cool
21.06430228,warm
17.45022783,cool
35.03992989,hot
-6.509698084,cold
30.91506852,hot
32.46085192,hot
-0.733902324,cold
16.57312406,cool
16.28559134,cool
5.924883053,cold
12.22183312,cool
8.894241545,cold
37.52270443,hot
29.35678393,warm
32.71555095,hot
27.21672064,warm
8.709482288,cold
14.75479734,cool
24.89374561,warm
7.778721911,cold
27.1299843,warm
17.59674602,cool
16.25179192,cool
27.10959968,warm
24.44263311,warm
16.39033834,cool
31.59329803,hot
9.189366724,cold
26.15935607,warm
25.93101258,warm
16.90453561,cool
23.26133022,warm
7.488864236,cold
29.24027019,warm
18.15097864,cool
14.77276979,cool
30.49009226,hot
12.95656309,cool
5.915387036,cold
4.433708265,cold
26.06009951,warm
7.195706475,cold
37.54794182,hot
-0.819294079,cold
36.96456368,hot
22.11017467,warm
19.03286888,cool
14.55080913,cool
23.99136114,warm
19.62365298,cool
31.03301882,hot
21.14227649,warm
21.50301761,warm
16.36387788,cool
19.43054376,cool
23.07801769,warm
2.898316073,cold
6.518145779,cold
27.43264094,warm
21.70865438,warm
18.16016664,cool
20.18433933,cool
23.47581705,warm
14.6024032,cool
12.21695275,cool
21.95845255,warm
10.21627222,cool
24.08252756,warm
2.974163958,cold
30.29155637,hot
24.72597482,warm
22.56029734,warm
29.82690984,warm
36.65474444,hot
30.14370065,hot
1.591257687,cold
7.204230333,cold
13.75181422,cool
20.2609105,cool
25.1765902,warm
12.74256187,cool
21.86766764,warm
12.44617068,cool
13.88482197,cool
5.933389032,cold
10.76766754,cool
6.483153944,cold
10.24126747,cool
30.53641797,hot
10.50601111,cool
46.32382065,hot
24.93317901,warm
21.84836124,warm
11.4164222,cool
27.00309879,warm
14.24362174,cool
21.22009815,warm
45.60084538,hot
19.039401,cool
31.49273326,hot
12.96823575,cool
19.6501151,cool
37.70800636,hot
13.73032942,cool
38.12448558,hot
27.07751935,warm
14.37533224,cool
26.32407739,warm
29.7255445,warm
26.21809962,warm
4.297752801,cold
12.72862824,cool
17.52481364,cool
19.25566571,cool
26.20672098,warm
21.77701001,warm
6.646556413,cold
23.80197851,warm
26.10585745,warm
25.59790448,warm
30.80780726,hot
28.33922155,warm
24.59180079,warm
19.29834289,cool
3.390390665,cold
24.29618219,warm
22.07687687,warm
22.71578837,warm
7.232514242,cold
9.189434596,cold
30.53152853,hot
19.60444846,cool
26.81500697,warm
20.28318376,cool
20.29756139,cool
29.38283806,warm
14.83955272,cool
20.96120777,cool
15.37724711,cool
15.65503773,cool
16.90827877,cool
22.22133772,warm
15.21251378,cool
32.55756126,hot
11.05392698,cool
18.13128356,cool
15.60268942,cool
34.46977884,hot
21.96554777,warm
30.31844539,hot
5.14439627,cold
22.67050266,warm
28.89630796,warm
20.82283989,cool
30.65480375,hot
14.8271155,cool
34.0934744,hot
42.98898124,hot
16.3716144,cool
15.54497479,cool
34.53384477,hot
35.79572146,hot
14.77139973,cool
15.79813183,cool
17.18215391,cool
6.55549489,cold
10.81348054,cool
9.958592332,cold
12.32202435,cool
19.65315113,cool
22.34214733,warm
35.50500493,hot
10.01645959,cool
29.84322398,warm
17.86011156,cool
19.5053629,cool
26.74819492,warm
8.772779784,cold
23.82409746,warm
21.66452208,warm
24.92451264,warm
22.89168644,warm
44.5530014,hot
13.62260016,cool
14.69003045,cool
13.76859474,cool
14.44522881,cool
13.62612873,cool
31.89016531,hot
34.20504248,hot
14.29253706,cool
11.67644427,cool
24.71415556,warm
14.47776956,cool
26.32931818,warm
22.02923021,warm
4.84255885,cold
35.47505201,hot
37.95877673,hot
13.8721131,cool
16.1229844,cool
22.85865391,warm
23.3445679,warm
26.58544273,warm
40.10204539,hot
18.23052773,cool
12.01702755,cool
6.20680772,cold
12.6906996,cool
19.66873027,cool
37.94557864,hot
14.82388701,cool
22.23787952,warm
19.83577104,cool
31.88393273,hot
45.26932426,hot
14.69131227,cool
15.10560557,cool
30.44160877,hot
26.8189149,warm
38.46707326,hot
25.83928185,warm
16.40707909,cool
25.90654831,warm
31.08703581,hot
28.20482181,warm
25.07274031,warm
30.6667469,hot
31.6929559,hot
33.82158991,hot
26.48709888,warm
18.3288192,cool
21.46713686,warm
32.06508967,hot
11.83064329,cool
23.68673309,warm
16.06661188,cool
20.28744823,cool
32.78451863,hot
21.91099068,warm
20.46436548,cool
6.40143859,cold
27.46253566,warm
26.45484181,warm
41.63254723,hot
16.92221765,cool
22.19150328,warm
22.49383684,warm
35.7745328,hot
19.04704468,cool
22.79021526,warm
26.0789651,warm
21.86609123,warm
15.53566385,cool
21.94089993,warm
30.7363175,hot
9.734847006,cold
21.32969674,warm
12.99879185,cool
31.95046629,hot
4.768130952,cold
14.41078153,cool
23.77211875,warm
35.65524029,hot
19.34249739,cool
14.44800473,cool
38.81157069,hot
5.519860996,cold
-1.988059566,cold
24.4001445,warm
14.97945776,cool
9.787671829,cold
27.08356447,warm
22.43800714,warm
14.35921369,cool
7.196956013,cold
28.72457328,warm
26.50201178,warm
19.00824136,cool
38.46636996,hot
9.299152337,cold
4.744748291,cold
13.0809193,cool
19.54413984,cool
22.43339449,warm
17.58763942,cool
23.52055397,warm
7.484605758,cold
34.43764604,hot
19.17848822,cool
31.17295832,hot
23.42725346,warm
24.56753219,warm
25.6976728,warm
24.4770856,warm
26.4272276,warm
33.2915253,hot
21.9652117,warm
27.09003758,warm
19.10264306,cool
34.40117215,hot
13.23607698,cool
38.00940433,hot
19.59842049,cool
5.692248979,cold
21.28104415,warm
13.18948343,cool
28.40643549,warm
13.47376021,cool
15.53816567,cool
1.104592691,cold
15.47693681,cool
-4.238793266,cold
4.160971765,cold
27.60414656,warm
27.85800159,warm
24.25457562,warm
10.33023857,cool
19.52288644,cool
19.96397461,cool
8.416353108,cold
35.03398302,hot
28.77362291,warm
17.79035826,cool
20.26885839,cool
22.08382808,warm
-0.417348684,cold
17.52822617,cool
13.18015752,cool
9.983799901,cold
17.18899707,cool
37.97686527,hot
26.40842861,warm
14.2882101,cool
25.72582781,warm
33.99355437,hot
29.24633683,warm
20.5963037,cool
13.53063222,cool
26.98223314,warm
23.93485385,warm
28.9519322,warm
26.35171802,warm
30.49552715,hot
14.64764788,cool
33.17394066,hot
21.97599605,warm
40.75260873,hot
13.10812182,cool
37.35963803,hot
21.97910783,warm
13.48581996,cool
15.16114166,cool
16.79652692,cool
24.24165946,warm
25.22835488,warm
14.26299996,cool
19.75645408,cool
41.42270359,hot
37.2754317,hot
24.3632367,warm
20.38003478,cool
21.20031327,warm
26.13517973,warm
9.772074348,cold
17.42623463,cool
3.314159261,cold
23.99223123,warm
26.4719594,warm
15.16813538,cool
35.73986763,hot
7.74234337,cold
5.356251198,cold
22.24451819,warm
30.47098303,hot
36.83927691,hot
15.41115737,cool
30.78680833,hot
19.6149153,cool
18.273727,cool
28.83659937,warm
26.52322878,warm
4.23607843,cold
34.7654035,hot
33.80091354,hot
13.74437298,cool
23.95803533,warm
24.94030186,warm
22.60673766,warm
14.49694846,cool
13.28376632,cool
19.74445929,cool
31.72729019,hot
25.43600155,warm
16.29385668,cool
27.71698711,warm
-8.485426206,cold
31.487657,hot
2.602862212,cold
16.37559059,cool
8.803301054,cold
7.053185243,cold
31.60826787,hot
15.32298799,cool
23.46503882,warm
19.53079421,cool
24.77040827,warm
20.76821891,cool
7.170077758,cold
29.96266819,warm
15.06243417,cool
4.434181013,cold
15.71884839,cool
35.00759791,hot
28.50221742,warm
16.51347866,cool
16.50742296,cool
16.78364949,cool
40.76747984,hot
23.81935452,warm
24.30041647,warm
30.30283454,hot
22.38789159,warm
17.40957854,cool
18.03650151,cool
19.28398741,cool
19.62777763,cool
27.27629544,warm
20.51945886,cool
27.32640077,warm
19.1928342,cool
20.7863519,cool
0.017993155,cold
29.16327675,warm
23.46488476,warm
29.9801011,warm
-8.962553782,cold
40.88374705,hot
18.60410372,cool
31.08182817,hot
9.600940729,cold
26.12773905,warm
9.465844368,cold
13.76231039,cool
39.14031354,hot
18.09317599,cool
22.17432873,warm
28.70067731,warm
24.95681888,warm
21.50418905,warm
23.64961002,warm
44.03415585,hot
19.42381203,cool
22.01099047,warm
30.50654396,hot
31.05525933,hot
31.87030306,hot
26.38730222,warm
8.569950873,cold
36.33431532,hot
8.53654607,cold
23.02635465,warm
12.4572415,cool
19.35861653,cool
23.2876241,warm
23.21357215,warm
24.21920754,warm
36.13711269,hot
24.53534302,warm
17.55843365,cool
29.64087168,warm
31.89470489,hot
7.723921849,cold
25.9740007,warm
27.01172742,warm
17.02436497,cool
33.75706813,hot
18.49944413,cool
21.25576453,warm
18.26928176,cool
20.15579048,cool
9.037249131,cold
5.599491174,cold
35.94505063,hot
11.53038652,cool
10.08607651,cool
-1.533901136,cold
13.61038252,cool
6.769102066,cold
36.4201516,hot
30.09817089,hot
13.11849655,cool
42.52435805,hot
29.81765487,warm
16.75168616,cool
-4.994057149,cold
42.90942573,hot
6.104275332,cold
3.54601253,cold
30.22570432,hot
44.39752406,hot
33.84272819,hot
25.6390912,warm
25.94754342,warm
28.53415559,warm
27.5892859,warm
22.81191424,warm
21.04201104,warm
19.37406872,cool
12.46035411,cool
17.19324923,cool
3.070431858,cold
19.01660373,cool
10.11408893,cool
8.964106828,cold
21.79894151,warm
33.92002286,hot
29.18316606,warm
4.294993964,cold
10.10371863,cool
29.40771188,warm
10.17512606,cool
17.7536685,cool
25.50052099,warm
10.31655545,cool
21.05375506,warm
6.659745051,cold
13.98632356,cool
23.19781934,warm
4.070062665,cold
24.40474738,warm
19.80362201,cool
25.52489954,warm
22.23914134,warm
33.6414043,hot
21.25224503,warm
15.70594459,cool
21.22297503,warm
25.43298029,warm
20.4886007,cool
20.40591691,cool
12.98008312,cool
13.37099082,cool
5.973947282,cold
37.49576743,hot
7.561367646,cold
13.07094802,cool
12.81592734,cool
28.94924377,warm
17.05050322,cool
32.47742073,hot
13.26509376,cool
22.78994162,warm
11.64652947,cool
41.45149128,hot
8.12401581,cold
23.0982071,warm
26.33776881,warm
24.13799097,warm
18.14712341,cool
18.701793,cool
20.43811472,cool
18.52997998,cool
29.63879117,warm
42.10523002,hot
14.42508215,cool
6.301970204,cold
19.11717952,cool
45.79709338,hot
11.96325432,cool
36.39116805,hot
36.77700814,hot
14.46411758,cool
25.68983079,warm
36.28396623,hot
16.20872259,cool
17.9641964,cool
14.18319086,cool
9.852432693,cold
13.50722455,cool
7.760597332,cold
20.34083468,cool
12.30026769,cool
22.33785912,warm
4.441043538,cold
23.30880232,warm
28.33528962,warm
0.062643574,cold
23.7405657,warm
32.27668992,hot
7.903589813,cold
36.72572387,hot
24.19019009,warm
12.94988144,cool
19.44230922,cool
25.58326913,warm
20.76005391,cool
25.38755992,warm
10.79326407,cool
21.69360824,warm
5.862855031,cold
18.88773939,cool
10.96092359,cool
12.64470057,cool
32.36093175,hot
30.91310121,hot
26.09138121,warm
9.076872353,cold
16.8359155,cool
32.130977,hot
21.41716914,warm
43.1932954,hot
23.93317839,warm
21.92049116,warm
16.90883536,cool
21.33540905,warm
18.47530164,cool
27.08108677,warm
29.56702317,warm
12.14010539,cool
6.687670464,cold
1.637946269,cold
25.07991327,warm
8.966333938,cold
-1.52890593,cold
23.88578605,warm
44.92999517,hot
19.93929088,cool
28.38490774,warm
20.81829359,cool
19.01110347,cool
29.19076483,warm
17.09725456,cool
22.67392314,warm
23.21697806,warm
13.31909546,cool
29.9204235,warm
18.25040243,cool
12.44254841,cool
25.36509844,warm
11.01532018,cool
20.28181157,cool
19.90881003,cool
30.85895566,hot
24.74698233,warm
19.74973041,cool
28.17766299,warm
33.90207549,hot
25.57810306,warm
20.1035262,cool
6.881637676,cold
9.348863369,cold
16.94775296,cool
13.90487798,cool
18.13028697,cool
20.56649925,cool
25.29692754,warm
19.29501222,cool
24.86501644,warm
20.64474415,cool
0.245334336,cold
10.60664606,cool
18.55912444,cool
7.903052572,cold
25.9992873,warm
35.30750832,hot
32.18761852,hot
17.86557129,cool
34.90726137,hot
21.48667457,warm
16.62914029,cool
13.86597336,cool
16.97530314,cool
16.11823181,cool
21.70416222,warm
21.60573981,warm
20.0304602,cool
24.3693817,warm
31.90646275,hot
29.49554135,warm
5.151020316,cold
-5.539211349,cold
29.34319911,warm
6.331213016,cold
17.75234598,cool
8.298869739,cold
1.980195624,cold
25.41462728,warm
27.5915516,warm
14.23489599,cool
-5.910422921,cold
14.53755552,cool
23.91804005,warm
5.210884312,cold
21.8335992,warm
19.84690151,cool
25.792915,warm
21.19580368,warm
10.26931059,cool
31.96571502,hot
18.41470427,cool
19.7269546,cool
10.66732041,cool
15.56717749,cool
11.15197286,cool
18.2705394,cool
37.1170848,hot
6.280988571,cold
3.864386021,cold
34.71170327,hot
17.90676323,cool
13.30927261,cool
30.39904687,hot
13.9438446,cool
38.26009714,hot
26.77925871,warm
15.12088592,cool
41.57308213,hot
13.94285077,cool
27.42095372,warm
22.9929258,warm
33.01741289,hot
35.61511197,hot
20.32004149,cool
12.4658213,cool
24.59972143,warm
13.2228463,cool
40.13387248,hot
21.36535331,warm
16.34678449,cool
21.84680306,warm
6.528737105,cold
10.28385961,cool
32.00413908,hot
13.43105721,cool
9.530890173,cold
25.36652753,warm
31.85704155,hot
27.18953311,warm
29.96047686,warm
12.43204911,cool
5.781893333,cold
35.01333652,hot
16.77320161,cool
17.49166984,cool
33.28194142,hot
25.56230009,warm
24.55887772,warm
41.65002345,hot
13.5648177,cool
29.27840128,warm
20.57013125,cool
22.68592279,warm
35.28468426,hot
25.07835756,warm
25.38296079,warm
30.72507337,hot
16.3504727,cool
11.60790333,cool
9.55190806,cold
0.336434106,cold
40.5620713,hot
8.967916343,cold
17.78746376,cool
17.231867,cool
23.07406698,warm
28.15737213,warm
28.60473488,warm
14.16922561,cool
18.32878286,cool
22.8257995,warm
17.51308874,cool
36.07345576,hot
24.90974952,warm
27.34877786,warm
26.62881269,warm
31.73473857,hot
21.81021559,warm
7.03168052,cold
23.99687952,warm
13.48643106,cool
14.71383318,cool
25.86364019,warm
32.38283071,hot
20.21271577,cool
23.08833013,warm
37.02214945,hot
22.40753179,warm
46.01683114,hot
25.65509646,warm
2.392372408,cold
27.53341621,warm
23.81158385,warm
32.89752754,hot
26.73181351,warm
18.61544016,cool
7.757017637,cold
17.90976743,cool
11.49479546,cool
14.1947655,cool
25.88578404,warm
36.69904504,hot
23.9467153,warm
8.04116938,cold
24.44602668,warm
31.96631487,hot
13.90217096,cool
18.65982833,cool
20.14688195,cool
12.15101687,cool
26.48280434,warm
18.79051851,cool
24.19532444,warm
11.12507822,cool
15.625417,cool
27.22381358,warm
16.27166848,cool
37.26963851,hot
16.00363814,cool
22.24684726,warm
29.32590832,warm
5.816342671,cold
2.39191188,cold
4.743436854,cold
32.62584103,hot
14.48141854,cool
45.58199286,hot
14.35752401,cool
21.84551303,warm
35.42109953,hot
40.06092888,hot
40.61503577,hot
32.08366231,hot
30.24062526,hot
25.92526949,warm
27.78361076,warm
14.48814284,cool
11.81801117,cool
19.96625543,cool
18.29815377,cool
15.46771951,cool
26.96387447,warm
29.55305209,warm
20.88406886,cool
34.77530081,hot
8.583108859,cold
18.06340541,cool
12.83177679,cool
1.334633829,cold
19.17319314,cool
18.78252492,cool
35.13449743,hot
26.30811685,warm
9.758131757,cold
38.54092566,hot
32.21033696,hot
25.82097703,warm
17.73515901,cool
10.40560763,cool
16.27793224,cool
30.8874862,hot
38.84586306,hot
35.43243528,hot
15.11150578,cool
8.803825667,cold
21.40886247,warm
2.315606344,cold
23.23167714,warm
18.52397414,cool
15.33963498,cool
4.052969327,cold
25.13600107,warm
14.6729916,cool
8.300831643,cold
-8.722622133,cold
19.72485095,cool
37.72251597,hot
36.61259215,hot
15.42903743,cool
13.9778794,cool
24.68774256,warm
10.01614561,cool
23.017919,warm
27.66080278,warm
32.26933224,hot
18.99845924,cool
17.9632625,cool
11.22017413,cool
